"created_at,""text""";;;
"Fri Nov 13 23:22:01 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/F03JJvTJA4""";;;
"Fri Nov 13 19:36:16 +0000 2015,""@VerizonSupport . . . Rather than try to help, I was told that the errors had to be my fault and nothing could be done to fix the situation.""";;;
"Fri Nov 13 23:20:24 +0000 2015,""RT @IsaacEHale: @TMobileHelp I already sent like 100 DMs to you all! Blaming me for my account getting hacked is disgusting.""";;;
"Fri Nov 13 19:05:57 +0000 2015,""@hulu y'all don't have the walking dead! What the stroke!!!""";;;
"Fri Nov 13 23:09:00 +0000 2015,""@ATT I get 10$ a month shared international calling @TMobile @TMobileHelp lol ? fu AT&amp";T &amp;&amp;" unlimited internet on all 3 ?"""
"Fri Nov 13 18:31:05 +0000 2015,""RT @JohnLegere: .@Verizon follows our lead to get rid of 2yr service contracts but then F* ^s it up with an activation fee. COME ON! https:�""";;
"Fri Nov 13 21:12:07 +0000 2015,""@VerizonSupport trying to add Twitter Acct to My Rewards program for notifications. """"Encountered problem"""" msg still. What gives?""";;;
"Fri Nov 13 23:59:13 +0000 2015,""@VZWSupport Thanks for the great Tech Support. Guess I've got some hardware issues. #ReplacementPhoneOnItsWay""";;;
"Fri Nov 13 22:42:48 +0000 2015,"".@ATT is trying to charge me for the next 3 years for their mistake. They are about to get embarrassed in the media if they don't fix this.""";;;
"Fri Nov 13 23:03:33 +0000 2015,""@comcastcares did you know that CenturyLink will do same day installs for people who are canceling @comcast""";;;
"Fri Nov 13 22:11:08 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 21:37:28 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/ugVbzJaiUi""";;;
"Sat Nov 14 01:18:35 +0000 2015,""@comcastcares if you want to be like cell companies by putting """"expandable limits"""" why don't you eliminate the charge for speeds?""";;;
"Fri Nov 13 23:18:25 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:24:51 +0000 2015,""I'm about to leave you @verizon""";;;
"Fri Nov 13 18:19:48 +0000 2015,""@technicallyphl Somehow, I don't think @comcast really cares about what PHL folks think. Just a hunch�""";;;
"Fri Nov 13 20:54:14 +0000 2015,""@VZWSupport Well the fact that a dead relatives account is preventing my upgrade on my account in GOOD standing is where I will start.""";;;
"Sat Nov 14 01:39:44 +0000 2015,""@VZWSupport turns out it's gonna get here on Monday. Can you assist? Any chance for tomorrow?""";;;
"Fri Nov 13 20:33:55 +0000 2015,""Lucky Drexel student get a chance to hear from the fantastic @BethArnholt here @comcast @comcastcareers https://t.co/Vzbp1eh9gn""";;;
"Fri Nov 13 20:51:27 +0000 2015,""@comcast @XFINITY @AugustSmartLock worst experience of my life can't get TV after a week cable down and can't get fixed""";;;
"Fri Nov 13 20:51:10 +0000 2015,""RT @ashleytisdale: Celebrating tonight with @TMobile and @JohnLegere #BingeOn https://t.co/8CSjo8Hnhx""";;;
"Fri Nov 13 22:06:16 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:55:34 +0000 2015,""#Verizon #Tablet � Verizon launches own-brand Ellipsis 10 tablet � To follow up� https://t.co/HbR9Sccfug #Android https://t.co/gIyrVrDjuR""";;;
"Sat Nov 14 01:12:18 +0000 2015,""Considering switching my elderly  mother to Cox from @verizon she was late with a payment and she can't  catch up on a fixed income.""";;;
"Fri Nov 13 22:17:42 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 20:37:22 +0000 2015,""Problem with my wifi not letting me use specific websites @VZWSupport""";;;
"Fri Nov 13 21:39:12 +0000 2015,""RT @tglover187: This group of @tmobile new hires are ready for action in #GDCVA #HustleHard #BeenToEveryClass @kclipp11 @thayesnet https://�""";;;
"Fri Nov 13 22:51:32 +0000 2015,""@TMobileHelp I'm being charged for a phone I mailed back over a month ago! I used the jump program and got an iPhone 6s. I switched from vz""";;;
"Fri Nov 13 20:39:41 +0000 2015,""@comcastcares Experiencing an outage / intermittent signal in the 80033 area code by chance? Up/down all day. Thx.""";;;
"Sat Nov 14 00:57:09 +0000 2015,""I'm watching The Potter's Touch on my Hopper. AMEN #ThePottersTouch #DISH""";;;
"Sat Nov 14 01:58:13 +0000 2015,""#Verizon #Tablet � Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE� https://t.co/9x1b6rKHdf #Android https://t.co/yQ2NLnoReL""";;;
"Sat Nov 14 00:13:31 +0000 2015,""@ATTCares first tell me is there any work on yalls lines being done in the hope Arkansas area""";;;
"Fri Nov 13 21:32:55 +0000 2015,""RT @Panthers: #Panthers fans, enter for a chance to win tickets, pregame passes   gear courtesy of @ATT! [https://t.co/Qgsmqj79PC] https://�""";;
"Fri Nov 13 21:45:45 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 01:01:56 +0000 2015,""@VZWSupport I already did that. Others in my area are reporting outages.""";;;
"Fri Nov 13 18:18:17 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 22:01:27 +0000 2015,""RT @JohnLegere: Yep!  @Samsung #GearVR is coming to @TMobile!! https://t.co/j7wLUm3QRQ""";;;
"Sat Nov 14 00:35:03 +0000 2015,""@csnceltics @SherrodbCSN @smart_MS3 I'd watch the game if @dish would put @CSNNE back on its air""";;;
"Fri Nov 13 23:07:20 +0000 2015,""Do you ever think about how AT T is just three letters?#att""";;
"Fri Nov 13 21:52:44 +0000 2015,""I just entered to WIN TMN's """"#Hulu Plus Membership #Giveaway"""" via @TMNMovies #Movies #Streaming - Enter Here: https://t.co/O49l6WL5Wz""";;;
"Fri Nov 13 19:46:55 +0000 2015,""@TMobileHelp allows fraudulent purchases to happen on my account   then has the audacity to tell me that I can't have access to the report""";;
"Fri Nov 13 20:31:02 +0000 2015,""RT @SNFonNBC: The @Giants aim to once again take down an undefeated @Patriots team, presented by @Verizon https://t.co/Mk36rS4WwE""";;;
"Fri Nov 13 22:00:25 +0000 2015,""See @RevRunWisdom w/ live mix by @djenuff at the @ATT store! 250 W.57th St. Midtown West 11/17 11a-3p WINPRIZES https://t.co/PuHcceDtwO""";;;
"Fri Nov 13 18:40:17 +0000 2015,""On behalf of @Comcast, congratulations to all the 2015 #APEXCO winners for your leadership in the technology field!  https://t.co/79zu5uk4pN""";;;
"Fri Nov 13 23:14:09 +0000 2015,""@comcastcares nah figured it out. Thanks though""";;;
"Sat Nov 14 00:06:49 +0000 2015,""@comcastcares yes on location but my time I can't get back...unbelievable! #uncertain?""";;;
"Fri Nov 13 19:12:51 +0000 2015,""Just got real free cell service with #ringplus https://t.co/DHgdBLRepM Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT""";;;
"Fri Nov 13 23:08:43 +0000 2015,""@TMobileHelp @TMobile please update your app""";;;
"Fri Nov 13 20:42:15 +0000 2015,""#Hulu in Talks to Sell Stake to Time Warner https://t.co/gkciEUGIr2 https://t.co/9WKmySQQQK""";;;
"Fri Nov 13 22:37:37 +0000 2015,""@comcastcares I can't get through the Customer Assurance Department.  Please have them contact me directly.""";;;
"Sat Nov 14 00:52:28 +0000 2015,""RT @Savvy__Investor: BlackBerry�s (NASDAQ:BBRY) Priv Sold Out on� https://t.co/rbl90Nhb5l #Technology #ATT #BlackBerry #JohnChen #Priv http�""";;;
"Sat Nov 14 01:36:45 +0000 2015,""Shame @verizon Bryant Irvin Store for taking advantage of my widow senior adult mom   refusing to fix it #BadCustomerService #ederly""";;
"Fri Nov 13 20:42:49 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/gN4rhRHbI9""";;;
"Fri Nov 13 21:34:08 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 23:08:31 +0000 2015,""#comcastcares: ChefJohnny I'm sorry to learn you want to disconnect. Is there anything I can do to change your min� https://t.co/noa1vYeXNa""";;;
"Fri Nov 13 18:05:20 +0000 2015,""RT @TheAMAs: Tap """"See You Again"""" to vote for @wizkhalifa   @charlieputh for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.co/6�""";;
"Fri Nov 13 20:29:40 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 19:30:02 +0000 2015,""Oooh...my phone wrks in Altadena  doesn't have to be hooked up to wifi. This was the other test. Yayyy for @verizon?.""";;
"Fri Nov 13 22:17:20 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:33:16 +0000 2015,""@TMobileHelp I tried that just now - but only DigiCel connects. Rest didn't work""";;;
"Fri Nov 13 23:25:19 +0000 2015,""Looking for great companies in #bellevue ? Check out @TMobile ! Learn more: https://t.co/tndxuGz82I""";;;
"Fri Nov 13 20:02:10 +0000 2015,""Fool me once, shame on you. Fool me twice, shame on me. #comcast #buyersremorse @comcastcares""";;;
"Sat Nov 14 01:47:58 +0000 2015,""@VZWSupport my phone screen constantly freezes and the speakers are broken. The screen is also cracked.""";;;
"Fri Nov 13 21:38:58 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 00:23:02 +0000 2015,""#Hulu in Talks to Sell Stake to Time Warner https://t.co/3Ocxk68tNc https://t.co/9SLbIaQiTk""";;;
"Fri Nov 13 19:46:12 +0000 2015,""@VZWSupport Johnson/Fayetteville Arkansas.   Not sure on zip code""";;;
"Fri Nov 13 18:15:06 +0000 2015,""@comcastcares @tigger312 not sure what u want to know. If u saw the pic in my tweet u know how ur tech left the modem hanging by its wires""";;;
"Fri Nov 13 19:11:20 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/tzI0RHLzAc""";;;
"Fri Nov 13 18:20:50 +0000 2015,""Stream can beat that coming and going!  $65 a month. CDMA4GLTE. Unlimited, Talk, Text and Data. No buying extra data https://t.co/p1MCaqqBhQ""";;;
"Fri Nov 13 23:06:28 +0000 2015,""RT @M_Deniro: S/O To @comcast @comcastcares  For Having Me On The Phone For 30Mins And Still Didn't Pick Worst Customer Service ??""";;;
"Fri Nov 13 21:37:49 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 21:36:49 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:46:41 +0000 2015,""Just received from @TMobile """"Starting 11/19 video streaming will be optimized for your mobile devices"""". I have a bad feeling about this.""";;;
"Fri Nov 13 22:12:37 +0000 2015,""#DISH is looking for a Customer #Care #Representative - Littleton, apply now! (#Denver) #job https://t.co/rGjug7xTCp""";;;
"Fri Nov 13 18:31:08 +0000 2015,""@VZWSupport Jessica, from online chat, has been such a pain to work with. Dumbfounded at her approach to offer me 18gb for price of 10gb...""";;;
"Fri Nov 13 22:15:08 +0000 2015,""The #UnCarrierX preparation continues with our @Work Direct team call! #WEWONTSTOP #swbingeon @TMobile https://t.co/yEJqB9nMEc""";;;
"Fri Nov 13 22:05:29 +0000 2015,""RT @jccaylen: NEW VIDEO on Monday #sponsored by @ATT w the new #HTCOneA9 !  whoop whoop!!? U can enter to win one here: https://t.co/GdWfAN�""";;;
"Fri Nov 13 20:08:07 +0000 2015,""Dear @hulu_support   Wanna be loved by the greatest fandom ever? #SaveHannibal and you'll be our messiah. #Hannibal https://t.co/hMR7wsAKxP""";;;
"Fri Nov 13 20:25:27 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 21:50:23 +0000 2015,""RT @FirstGradeinSA: Your class when you announce that your @DonorsChoose project is FULLY funded!!! Thank you @ATT!!! #Chromebooks https://�""";;;
"Fri Nov 13 23:10:27 +0000 2015,""@KnoxSportsGuy I have direct. Really like it. But the best thing is I don't have to deal with #Comcast . #nightmare""";;;
"Fri Nov 13 19:37:37 +0000 2015,""RT @freepress: Yesterday @freepress' own @JosephATorres urged the Philly City Council to demand more from #Comcast. Read more: https://t.co�""";;;
"Sat Nov 14 01:08:20 +0000 2015,""@comcastcares @totescomcastsupport beat you by nearly a full day. We agreed on solitaire instead of getting any work done.""";;;
"Fri Nov 13 21:19:47 +0000 2015,""RT @teenwolf_RT: Our #teenwolf pack demand to @hulu to bring all seasons of teen wolf to the streaming service thanks in advance @hulu_supp�""";;;
"Fri Nov 13 22:24:31 +0000 2015,""#Hulu looking to sell more of itself to Time Warner. Marketplace at 3:00. https://t.co/ws9zJj1Gul""";;;
"Fri Nov 13 18:12:54 +0000 2015,""Love how 2 phones a month cost $160 you could at least use lube when you screw ppl @verizon""";;;
"Fri Nov 13 23:31:52 +0000 2015,""#StreetWatchRadio #StreetWatchTV TONITE  #comcast 11pm channel 24 https://t.co/HpF3dNI6Ht""";;;
"Fri Nov 13 23:06:28 +0000 2015,""@ATT it's about time""";;;
"Fri Nov 13 20:42:33 +0000 2015,""been phoneless for 4 weeks. @TMobile that makes my bill FUCKING FREE""";;;
"Sat Nov 14 01:40:14 +0000 2015,""RT @Pocketnow: With a fresh #FCC waiver in hand, #Verizon is positioned to step up its WiFi-calling game. https://t.co/PbllDzYjB5 https://t�""";;;
"Fri Nov 13 22:26:43 +0000 2015,""definitely don't mind my new router. supposed to have 40 up/down @verizon @verizonfios https://t.co/bEYD6e1l8a""";;;
"Fri Nov 13 23:08:40 +0000 2015,""@comcastcares  I currently don't have my account number on me I'm heading home now and I will forward the information as soon as I can""";;;
"Fri Nov 13 21:21:56 +0000 2015,""#SamsungGalaxyNote5 Gold Platinum @TMobile  Thanks for getting the color I wanted finally! https://t.co/ZlIBmpAEKa""";;;
"Fri Nov 13 18:58:12 +0000 2015,""#Verizon #Tablet � Verizon launches own-brand Ellipsis 10 tablet � To follow up� https://t.co/KA8297muu1 #Android https://t.co/psBe0iUdNZ""";;;
"Sat Nov 14 00:22:30 +0000 2015,""RT @JohnLegere: In case you're living under a big rock and missed it, video streams free on @TMobile with #BingeOn #UncarrierX :) https://t�""";;;
"Fri Nov 13 18:42:08 +0000 2015,""RT @HackRead: #Comcast Says Users are Responsible for 200,000 Data Leak on #DarkWeb | https://t.co/RAfbifCKAM #Security #Leak https://t.co/�""";;;
"Fri Nov 13 18:55:36 +0000 2015,""#Verizon #Tablet � Verizon launches own-brand Ellipsis 10 tablet � To follow up� https://t.co/Dw7llFhsbV #Android https://t.co/sq1YxrCnRv""";;;
"Fri Nov 13 18:55:35 +0000 2015,""#Verizon #Tablet � Verizon launches own-brand Ellipsis 10 tablet � To follow up� https://t.co/G6ZCBHehCg #Android https://t.co/Ly7KSjzo8R""";;;
"Fri Nov 13 18:40:11 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/9Xi4667PAd""";;;
"Sat Nov 14 01:19:05 +0000 2015,""@comcastcares - thanks but I think this demonstrates the problem.""";;;
"Fri Nov 13 18:47:07 +0000 2015,""RT @JohnLegere: .@Verizon follows our lead to get rid of 2yr service contracts but then F* ^s it up with an activation fee. COME ON! https:�""";;
"Fri Nov 13 20:00:48 +0000 2015,""RT @Michael5SOS: @tmobilehelp I mean you're a phone company and I can't scroll to the right on an iphone.. I'm just confused https://t.co/i�""";;;
"Sat Nov 14 00:54:23 +0000 2015,""RT: MissHijabi_MK: RT: MissHijabi_MK: RT: GigaRack1: Verizon Galaxy S5 Bootloader Has Been Unlocked  #verizon � #samsunggalaxy � #bootloade�""";;;
"Fri Nov 13 21:50:17 +0000 2015,""RT @DonorsChoose: In honor of Veteran's Day @ATT just helped fund over 790 projects at military-connected schools! #SupportOurTroops https:�""";;;
"Fri Nov 13 18:19:28 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/c4GJXN4etI""";;;
"Sat Nov 14 00:22:08 +0000 2015,""I'm so hot right now I swear I can breathe fire! I been with @verizon longer than most ppls marriages last. Smh""";;;
"Fri Nov 13 22:11:37 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 23:46:18 +0000 2015,""Go CHARGERS, Go! Check latest NFL update via https://t.co/cejb99SkaZ https://t.co/hMgmjcBGUs""";;;
"Fri Nov 13 19:50:29 +0000 2015,""When @ATT goes out as soon as the Bosnia game starts... Not cool ?""";;;
"Fri Nov 13 21:33:45 +0000 2015,""@ATTCares hmmm, you ask me to DM you my number, then crickets? I'd love to say I'm shocked but this is par for #att #gripeo #leavemehanging""";;;
"Fri Nov 13 20:33:27 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 20:19:25 +0000 2015,""@WritersChapbook Hi, I publish writepublishsell@comcast, a free newsletter for writers.  Just email that address for a free sample copy.""";;;
"Sat Nov 14 00:47:29 +0000 2015,""A few of our #comcastviper #engineers are mentoring students all wknd long!! Awesome. @ComcastViper @comcastcareers  https://t.co/9SH4rAAVKS""";;;
"Fri Nov 13 23:02:50 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/qn0lOHhWKl""";;;
"Fri Nov 13 20:12:00 +0000 2015,""RT @camfurr12: My boys are the ping pong state champs! #ATT @The_Rad_Brad @jamostennis7  @graysoncash37 @zhood3 @Cole_Underwood7""";;;
"Fri Nov 13 20:09:00 +0000 2015,""Watching iZombie: Love   Basketball on @hulu  https://t.co/zVO2eBUxKk""";;
"Fri Nov 13 22:07:05 +0000 2015,""Making a Mobile Difference: Use Your Phone for Good https://t.co/EobYmX2mSl } @ATT #UseItForGood https://t.co/jGACSHqo7x""";;;
"Fri Nov 13 21:46:36 +0000 2015,""RT @caroline_leach: Congrats Lori Lee &amp"" Melissa Arnoldi, @ATT leaders honored as 50 Most Powerful Women in Tech #YesImTech #TrendBenders ht�""";;;
"Fri Nov 13 21:30:42 +0000 2015,""Tracfone customer support makes @att support seem like rock stars. #frustrating""";;;
"Fri Nov 13 21:46:33 +0000 2015,""@ATT Your internet is completely shit""";;;
"Fri Nov 13 19:36:37 +0000 2015,""#TMobile #LTE � How �Binge On� could blow up in T-Mobile�s face � I personally have very mixed feelings� https://t.co/fmFHDB6U6l #OtherTech""";;;
"Fri Nov 13 18:55:34 +0000 2015,""#Verizon #Tablet � Verizon launches own-brand Ellipsis 10 tablet � To follow up� https://t.co/Tv0wwkumBZ #Android https://t.co/TTCqL3LASx""";;;
"Fri Nov 13 18:26:29 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 21:35:16 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 22:42:46 +0000 2015,""@dpaterson17 @hulu I'm willing to accept a 15% referral fee for all the new subs you'll make off of that last tweet. Thx.""";;;
